trinID,neglogpval
TRINITY_DN23451_c0_g1_TRINITY_DN23451_c0_g1_i1_g.2341_m.2341,0.123569626
TRINITY_DN23455_c0_g1_TRINITY_DN23455_c0_g1_i1_g.2343_m.2343,0.550714094
TRINITY_DN23457_c0_g1_TRINITY_DN23457_c0_g1_i1_g.2344_m.2344,0.095806254
TRINITY_DN23470_c0_g1_TRINITY_DN23470_c0_g1_i1_g.2346_m.2346,1.183614685
TRINITY_DN23472_c0_g2_TRINITY_DN23472_c0_g2_i1_g.2347_m.2347,0.093996247
TRINITY_DN23475_c0_g1_TRINITY_DN23475_c0_g1_i1_g.2348_m.2348,0.156813592
TRINITY_DN23477_c0_g1_TRINITY_DN23477_c0_g1_i2_g.2349_m.2349,3.282667981
TRINITY_DN23490_c0_g1_TRINITY_DN23490_c0_g1_i1_g.2350_m.2350,0.084911166
TRINITY_DN23493_c0_g1_TRINITY_DN23493_c0_g1_i1_g.2352_m.2352,0.273966461
TRINITY_DN2351_c0_g1_TRINITY_DN2351_c0_g1_i1_g.252_m.252,0.209415232
TRINITY_DN23512_c0_g1_TRINITY_DN23512_c0_g1_i1_g.2353_m.2353,4.000118586
TRINITY_DN23515_c0_g1_TRINITY_DN23515_c0_g1_i1_g.2354_m.2354,0.763261364
TRINITY_DN23516_c0_g1_TRINITY_DN23516_c0_g1_i1_g.2355_m.2355,0.261409191
TRINITY_DN23527_c0_g1_TRINITY_DN23527_c0_g1_i1_g.2356_m.2356,0.06320062
TRINITY_DN23533_c0_g2_TRINITY_DN23533_c0_g2_i1_g.2358_m.2358,0.494876454
TRINITY_DN23534_c0_g1_TRINITY_DN23534_c0_g1_i1_g.2359_m.2359,0.063499182
TRINITY_DN23536_c0_g1_TRINITY_DN23536_c0_g1_i1_g.2360_m.2360,0.392808255
TRINITY_DN23552_c0_g2_TRINITY_DN23552_c0_g2_i1_g.2361_m.2361,0
TRINITY_DN23561_c0_g2_TRINITY_DN23561_c0_g2_i1_g.2362_m.2362,2.068172448
TRINITY_DN23562_c0_g1_TRINITY_DN23562_c0_g1_i1_g.2363_m.2363,0.811093443
TRINITY_DN23572_c0_g1_TRINITY_DN23572_c0_g1_i1_g.2364_m.2364,0.084370424
TRINITY_DN23591_c0_g1_TRINITY_DN23591_c0_g1_i1_g.2365_m.2365,0.802740208
TRINITY_DN23615_c0_g1_TRINITY_DN23615_c0_g1_i1_g.2366_m.2366,0.033479698
TRINITY_DN23616_c0_g1_TRINITY_DN23616_c0_g1_i1_g.2367_m.2367,0.063452978
TRINITY_DN23633_c0_g1_TRINITY_DN23633_c0_g1_i1_g.2368_m.2368,0.410880301
TRINITY_DN23638_c0_g1_TRINITY_DN23638_c0_g1_i1_g.2370_m.2370,0.858542533
TRINITY_DN2366_c0_g1_TRINITY_DN2366_c0_g1_i1_g.256_m.256,0.001874732
TRINITY_DN23680_c0_g1_TRINITY_DN23680_c0_g1_i1_g.2371_m.2371,0.777212046
TRINITY_DN23703_c0_g1_TRINITY_DN23703_c0_g1_i1_g.2373_m.2373,0.567454551
TRINITY_DN23723_c0_g1_TRINITY_DN23723_c0_g1_i1_g.2376_m.2376,0.226563714
TRINITY_DN23723_c0_g2_TRINITY_DN23723_c0_g2_i1_g.2377_m.2377,1.047697361
TRINITY_DN23725_c0_g1_TRINITY_DN23725_c0_g1_i1_g.2378_m.2378,1.181341822
TRINITY_DN23725_c0_g2_TRINITY_DN23725_c0_g2_i1_g.2379_m.2379,0.921009236
TRINITY_DN23731_c0_g1_TRINITY_DN23731_c0_g1_i1_g.2380_m.2380,0.032389493
TRINITY_DN23743_c0_g1_TRINITY_DN23743_c0_g1_i1_g.2381_m.2381,0.384349905
TRINITY_DN23745_c0_g1_TRINITY_DN23745_c0_g1_i1_g.2383_m.2383,0.693703718
TRINITY_DN23746_c0_g1_TRINITY_DN23746_c0_g1_i1_g.2382_m.2382,2.280287039
TRINITY_DN23747_c0_g1_TRINITY_DN23747_c0_g1_i1_g.2384_m.2384,0.120805778
TRINITY_DN23764_c0_g1_TRINITY_DN23764_c0_g1_i1_g.2386_m.2386,0
TRINITY_DN23777_c0_g1_TRINITY_DN23777_c0_g1_i1_g.2388_m.2388,0.321329459
TRINITY_DN23785_c0_g2_TRINITY_DN23785_c0_g2_i1_g.2391_m.2391,0.847189335
TRINITY_DN23792_c0_g1_TRINITY_DN23792_c0_g1_i1_g.2390_m.2390,0.132957075
TRINITY_DN23801_c0_g1_TRINITY_DN23801_c0_g1_i1_g.2392_m.2392,3.483457234
TRINITY_DN23803_c0_g1_TRINITY_DN23803_c0_g1_i1_g.2393_m.2393,1.151406166
TRINITY_DN23819_c0_g1_TRINITY_DN23819_c0_g1_i1_g.2394_m.2394,0.600643709
TRINITY_DN23819_c0_g2_TRINITY_DN23819_c0_g2_i1_g.2395_m.2395,0.035069684
TRINITY_DN23825_c0_g1_TRINITY_DN23825_c0_g1_i1_g.2396_m.2396,0.043013896
TRINITY_DN23841_c0_g1_TRINITY_DN23841_c0_g1_i1_g.2397_m.2397,1.366471682
TRINITY_DN23874_c0_g1_TRINITY_DN23874_c0_g1_i1_g.2399_m.2399,0.360808348
TRINITY_DN23877_c0_g1_TRINITY_DN23877_c0_g1_i1_g.2400_m.2400,0.187684201
TRINITY_DN23884_c0_g1_TRINITY_DN23884_c0_g1_i1_g.2401_m.2401,0.411544295
TRINITY_DN23900_c0_g1_TRINITY_DN23900_c0_g1_i1_g.2402_m.2402,0.285544952
TRINITY_DN23910_c0_g1_TRINITY_DN23910_c0_g1_i1_g.2403_m.2403,1.172183121
TRINITY_DN23917_c0_g1_TRINITY_DN23917_c0_g1_i1_g.2405_m.2405,0.404795537
TRINITY_DN23930_c0_g1_TRINITY_DN23930_c0_g1_i1_g.2406_m.2406,0.208646774
TRINITY_DN23936_c0_g1_TRINITY_DN23936_c0_g1_i1_g.2407_m.2407,0.160272631
TRINITY_DN23943_c0_g1_TRINITY_DN23943_c0_g1_i1_g.2408_m.2408,1.239703273
TRINITY_DN23962_c0_g1_TRINITY_DN23962_c0_g1_i1_g.2409_m.2409,2.251436032
TRINITY_DN23987_c0_g1_TRINITY_DN23987_c0_g1_i1_g.2410_m.2410,0.693492937
TRINITY_DN23996_c0_g2_TRINITY_DN23996_c0_g2_i1_g.2411_m.2411,0.069394897
TRINITY_DN24_c0_g1_TRINITY_DN24_c0_g1_i1_g.8_m.8,4.439067434
TRINITY_DN24000_c0_g1_TRINITY_DN24000_c0_g1_i1_g.2412_m.2412,1.003810765
TRINITY_DN24002_c0_g1_TRINITY_DN24002_c0_g1_i1_g.2413_m.2413,0.424007691
TRINITY_DN24005_c1_g1_TRINITY_DN24005_c1_g1_i1_g.2414_m.2414,2.026966737
TRINITY_DN24037_c0_g1_TRINITY_DN24037_c0_g1_i1_g.2416_m.2416,1.383373118
TRINITY_DN24053_c0_g1_TRINITY_DN24053_c0_g1_i1_g.2417_m.2417,0.541263523
TRINITY_DN24065_c0_g1_TRINITY_DN24065_c0_g1_i1_g.2418_m.2418,0.563026631
TRINITY_DN24074_c0_g1_TRINITY_DN24074_c0_g1_i1_g.2420_m.2420,0.361258083
TRINITY_DN24077_c0_g1_TRINITY_DN24077_c0_g1_i1_g.2421_m.2421,0.563497069
TRINITY_DN24080_c0_g2_TRINITY_DN24080_c0_g2_i1_g.2422_m.2422,1.688031742
TRINITY_DN24104_c0_g1_TRINITY_DN24104_c0_g1_i1_g.2425_m.2425,0.77531828
TRINITY_DN24106_c0_g1_TRINITY_DN24106_c0_g1_i1_g.2426_m.2426,0.065507034
TRINITY_DN24122_c0_g1_TRINITY_DN24122_c0_g1_i1_g.2427_m.2427,0.514578719
TRINITY_DN2413_c0_g1_TRINITY_DN2413_c0_g1_i1_g.257_m.257,0.7230983
TRINITY_DN24133_c0_g1_TRINITY_DN24133_c0_g1_i1_g.2428_m.2428,0.200583266
TRINITY_DN24145_c0_g1_TRINITY_DN24145_c0_g1_i1_g.2429_m.2429,0.928756673
TRINITY_DN24149_c0_g1_TRINITY_DN24149_c0_g1_i1_g.2431_m.2431,0.447331083
TRINITY_DN24154_c0_g2_TRINITY_DN24154_c0_g2_i1_g.2432_m.2432,0.288431659
TRINITY_DN2416_c0_g1_TRINITY_DN2416_c0_g1_i1_g.258_m.258,0.469966994
TRINITY_DN24164_c0_g1_TRINITY_DN24164_c0_g1_i2_g.2436_m.2436,0.005608813
TRINITY_DN24169_c0_g1_TRINITY_DN24169_c0_g1_i1_g.2438_m.2438,0.263308336
TRINITY_DN24176_c0_g1_TRINITY_DN24176_c0_g1_i1_g.2439_m.2439,0.291122868
TRINITY_DN24214_c0_g1_TRINITY_DN24214_c0_g1_i1_g.2441_m.2441,1.5251336
TRINITY_DN24233_c0_g1_TRINITY_DN24233_c0_g1_i1_g.2442_m.2442,0.514656276
TRINITY_DN24243_c0_g2_TRINITY_DN24243_c0_g2_i1_g.2444_m.2444,0.203869664
TRINITY_DN24264_c0_g1_TRINITY_DN24264_c0_g1_i1_g.2445_m.2445,0.758081669
TRINITY_DN24309_c0_g1_TRINITY_DN24309_c0_g1_i1_g.2447_m.2447,1.119264462
TRINITY_DN24313_c0_g1_TRINITY_DN24313_c0_g1_i1_g.2448_m.2448,0.43698816
TRINITY_DN24352_c0_g1_TRINITY_DN24352_c0_g1_i1_g.2450_m.2450,0.467433694
TRINITY_DN24373_c0_g2_TRINITY_DN24373_c0_g2_i1_g.2451_m.2451,1.077819637
TRINITY_DN24380_c0_g1_TRINITY_DN24380_c0_g1_i1_g.2452_m.2452,0.213817315
TRINITY_DN24386_c0_g1_TRINITY_DN24386_c0_g1_i1_g.2453_m.2453,0.289006225
TRINITY_DN24396_c0_g1_TRINITY_DN24396_c0_g1_i1_g.2454_m.2454,0.081415179
TRINITY_DN24400_c0_g1_TRINITY_DN24400_c0_g1_i1_g.2455_m.2455,0.013583994
TRINITY_DN2446_c0_g1_TRINITY_DN2446_c0_g1_i1_g.259_m.259,0.391342641
TRINITY_DN24460_c0_g1_TRINITY_DN24460_c0_g1_i1_g.2456_m.2456,1.315234506
TRINITY_DN24460_c0_g2_TRINITY_DN24460_c0_g2_i1_g.2458_m.2458,0.561797093
TRINITY_DN24463_c0_g1_TRINITY_DN24463_c0_g1_i2_g.2459_m.2459,0.211439556
TRINITY_DN24471_c0_g1_TRINITY_DN24471_c0_g1_i1_g.2461_m.2461,0.026855787
TRINITY_DN24473_c0_g1_TRINITY_DN24473_c0_g1_i1_g.2462_m.2462,0.054427191
TRINITY_DN24476_c0_g1_TRINITY_DN24476_c0_g1_i1_g.2463_m.2463,0.002900855
TRINITY_DN24524_c0_g1_TRINITY_DN24524_c0_g1_i1_g.2464_m.2464,0.98157395
TRINITY_DN24547_c0_g1_TRINITY_DN24547_c0_g1_i1_g.2466_m.2466,0.199696921
TRINITY_DN24552_c0_g1_TRINITY_DN24552_c0_g1_i1_g.2467_m.2467,0.083707221
TRINITY_DN24555_c0_g1_TRINITY_DN24555_c0_g1_i1_g.2468_m.2468,0.616175524
TRINITY_DN24556_c0_g1_TRINITY_DN24556_c0_g1_i1_g.2469_m.2469,1.437915435
TRINITY_DN24558_c0_g1_TRINITY_DN24558_c0_g1_i1_g.2470_m.2470,0.248761684
TRINITY_DN24559_c0_g1_TRINITY_DN24559_c0_g1_i1_g.2471_m.2471,0.059984286
TRINITY_DN24585_c0_g1_TRINITY_DN24585_c0_g1_i1_g.2473_m.2473,1.081345871
TRINITY_DN24587_c0_g1_TRINITY_DN24587_c0_g1_i1_g.2474_m.2474,0.56474716
TRINITY_DN24594_c0_g1_TRINITY_DN24594_c0_g1_i1_g.2475_m.2475,0.662223766
TRINITY_DN24625_c0_g2_TRINITY_DN24625_c0_g2_i1_g.2481_m.2481,1.16998952
TRINITY_DN24630_c0_g1_TRINITY_DN24630_c0_g1_i1_g.2482_m.2482,0.178385584
TRINITY_DN24630_c0_g2_TRINITY_DN24630_c0_g2_i1_g.2483_m.2483,0.84443635
TRINITY_DN24632_c0_g2_TRINITY_DN24632_c0_g2_i1_g.2484_m.2484,0.714704754
TRINITY_DN24638_c0_g1_TRINITY_DN24638_c0_g1_i1_g.2485_m.2485,0.243565107
TRINITY_DN24640_c0_g1_TRINITY_DN24640_c0_g1_i1_g.2487_m.2487,2.276116339
TRINITY_DN24642_c0_g1_TRINITY_DN24642_c0_g1_i1_g.2488_m.2488,0.011060213
TRINITY_DN24661_c0_g1_TRINITY_DN24661_c0_g1_i1_g.2490_m.2490,0.399446308
TRINITY_DN24664_c0_g1_TRINITY_DN24664_c0_g1_i1_g.2491_m.2491,0.173600013
TRINITY_DN24667_c0_g1_TRINITY_DN24667_c0_g1_i1_g.2492_m.2492,0.321965279
TRINITY_DN24667_c0_g2_TRINITY_DN24667_c0_g2_i1_g.2493_m.2493,1.101621423
TRINITY_DN24669_c0_g1_TRINITY_DN24669_c0_g1_i1_g.2494_m.2494,0.284303494
TRINITY_DN24670_c0_g1_TRINITY_DN24670_c0_g1_i1_g.2495_m.2495,1.190944731
TRINITY_DN24671_c0_g1_TRINITY_DN24671_c0_g1_i1_g.2496_m.2496,0.217264189
TRINITY_DN24675_c0_g1_TRINITY_DN24675_c0_g1_i2_g.2497_m.2497,0.212910032
TRINITY_DN24678_c0_g3_TRINITY_DN24678_c0_g3_i1_g.2498_m.2498,0.701989197
TRINITY_DN24679_c0_g1_TRINITY_DN24679_c0_g1_i1_g.2499_m.2499,1.575662195
TRINITY_DN24691_c0_g1_TRINITY_DN24691_c0_g1_i1_g.2501_m.2501,0.085319314
TRINITY_DN24700_c0_g1_TRINITY_DN24700_c0_g1_i1_g.2503_m.2503,0.364205372
TRINITY_DN24715_c0_g1_TRINITY_DN24715_c0_g1_i1_g.2504_m.2504,0.071950065
TRINITY_DN24719_c0_g1_TRINITY_DN24719_c0_g1_i1_g.2505_m.2505,0.530039684
TRINITY_DN24721_c0_g1_TRINITY_DN24721_c0_g1_i1_g.2506_m.2506,0.884471337
TRINITY_DN24724_c0_g1_TRINITY_DN24724_c0_g1_i1_g.2508_m.2508,0.006678336
TRINITY_DN24727_c0_g1_TRINITY_DN24727_c0_g1_i1_g.2510_m.2510,0.535186282
TRINITY_DN24729_c0_g1_TRINITY_DN24729_c0_g1_i1_g.2511_m.2511,0.399844382
TRINITY_DN24743_c0_g1_TRINITY_DN24743_c0_g1_i1_g.2512_m.2512,0.374563977
TRINITY_DN24745_c0_g1_TRINITY_DN24745_c0_g1_i1_g.2513_m.2513,0.075091627
TRINITY_DN24748_c0_g1_TRINITY_DN24748_c0_g1_i1_g.2516_m.2516,2.385110683
TRINITY_DN24757_c0_g1_TRINITY_DN24757_c0_g1_i1_g.2517_m.2517,0.321081109
TRINITY_DN24758_c0_g1_TRINITY_DN24758_c0_g1_i1_g.2518_m.2518,1.960890905
TRINITY_DN24767_c0_g1_TRINITY_DN24767_c0_g1_i1_g.2519_m.2519,0.154787925
TRINITY_DN24771_c0_g1_TRINITY_DN24771_c0_g1_i1_g.2521_m.2521,0.675931561
TRINITY_DN24771_c0_g2_TRINITY_DN24771_c0_g2_i1_g.2522_m.2522,1.878731216
TRINITY_DN24786_c0_g1_TRINITY_DN24786_c0_g1_i1_g.2523_m.2523,0.200006175
TRINITY_DN24790_c0_g1_TRINITY_DN24790_c0_g1_i1_g.2525_m.2525,0.047286637
TRINITY_DN24794_c0_g1_TRINITY_DN24794_c0_g1_i1_g.2526_m.2526,0.759780551
TRINITY_DN24809_c0_g1_TRINITY_DN24809_c0_g1_i1_g.2527_m.2527,0.425150518
TRINITY_DN24825_c0_g1_TRINITY_DN24825_c0_g1_i1_g.2528_m.2528,0.046227797
TRINITY_DN24826_c0_g1_TRINITY_DN24826_c0_g1_i2_g.2531_m.2531,0.281354488
TRINITY_DN24850_c0_g1_TRINITY_DN24850_c0_g1_i1_g.2533_m.2533,1.102039849
TRINITY_DN24860_c0_g1_TRINITY_DN24860_c0_g1_i1_g.2536_m.2536,0.010263581
TRINITY_DN24865_c0_g1_TRINITY_DN24865_c0_g1_i1_g.2537_m.2537,0.623707493
TRINITY_DN24886_c0_g1_TRINITY_DN24886_c0_g1_i1_g.2539_m.2539,0.557598312
TRINITY_DN24887_c0_g1_TRINITY_DN24887_c0_g1_i1_g.2540_m.2540,0.012598428
TRINITY_DN24897_c0_g1_TRINITY_DN24897_c0_g1_i1_g.2541_m.2541,0.115068571
TRINITY_DN24911_c0_g1_TRINITY_DN24911_c0_g1_i1_g.2544_m.2544,0.216788938
TRINITY_DN24918_c0_g1_TRINITY_DN24918_c0_g1_i1_g.2545_m.2545,0.234341904
TRINITY_DN24925_c0_g1_TRINITY_DN24925_c0_g1_i1_g.2546_m.2546,1.610368759
TRINITY_DN24926_c0_g2_TRINITY_DN24926_c0_g2_i1_g.2547_m.2547,0.397437734
TRINITY_DN24931_c0_g1_TRINITY_DN24931_c0_g1_i1_g.2548_m.2548,0.501843857
TRINITY_DN24946_c0_g1_TRINITY_DN24946_c0_g1_i1_g.2549_m.2549,1.648559836
TRINITY_DN24950_c0_g1_TRINITY_DN24950_c0_g1_i1_g.2550_m.2550,0.052562311
TRINITY_DN2496_c0_g1_TRINITY_DN2496_c0_g1_i1_g.260_m.260,0.027488177
TRINITY_DN24961_c0_g1_TRINITY_DN24961_c0_g1_i1_g.2551_m.2551,0.012525726
TRINITY_DN24961_c0_g2_TRINITY_DN24961_c0_g2_i1_g.2552_m.2552,1.450129633
TRINITY_DN24963_c0_g1_TRINITY_DN24963_c0_g1_i1_g.2553_m.2553,0.083152289
TRINITY_DN24966_c0_g1_TRINITY_DN24966_c0_g1_i1_g.2555_m.2555,0.252368341
TRINITY_DN2497_c0_g1_TRINITY_DN2497_c0_g1_i1_g.261_m.261,0.787125504
TRINITY_DN24976_c0_g2_TRINITY_DN24976_c0_g2_i1_g.2557_m.2557,0.306545414
TRINITY_DN24980_c0_g1_TRINITY_DN24980_c0_g1_i1_g.2560_m.2560,0.480375012
TRINITY_DN24982_c0_g1_TRINITY_DN24982_c0_g1_i1_g.2558_m.2558,2.075867528
TRINITY_DN24998_c0_g1_TRINITY_DN24998_c0_g1_i1_g.2563_m.2563,0
TRINITY_DN24999_c0_g1_TRINITY_DN24999_c0_g1_i1_g.2565_m.2565,0.933921295
TRINITY_DN2500_c0_g1_TRINITY_DN2500_c0_g1_i1_g.262_m.262,0
TRINITY_DN25011_c0_g1_TRINITY_DN25011_c0_g1_i1_g.2566_m.2566,0.13689127
TRINITY_DN25029_c0_g1_TRINITY_DN25029_c0_g1_i1_g.2568_m.2568,2.959365812
TRINITY_DN25036_c0_g2_TRINITY_DN25036_c0_g2_i1_g.2569_m.2569,2.259832105
TRINITY_DN25041_c0_g1_TRINITY_DN25041_c0_g1_i1_g.2570_m.2570,0.051198114
TRINITY_DN25046_c0_g1_TRINITY_DN25046_c0_g1_i1_g.2571_m.2571,0.167453768
TRINITY_DN25047_c0_g1_TRINITY_DN25047_c0_g1_i1_g.2574_m.2574,1.469896942
TRINITY_DN25050_c0_g1_TRINITY_DN25050_c0_g1_i1_g.2575_m.2575,0.26377619
TRINITY_DN25052_c0_g2_TRINITY_DN25052_c0_g2_i1_g.2576_m.2576,2.495967499
TRINITY_DN25061_c0_g1_TRINITY_DN25061_c0_g1_i1_g.2577_m.2577,0.035781588
TRINITY_DN25062_c0_g1_TRINITY_DN25062_c0_g1_i1_g.2578_m.2578,0.295441678
TRINITY_DN25063_c0_g1_TRINITY_DN25063_c0_g1_i1_g.2579_m.2579,0.320272214
TRINITY_DN25069_c0_g1_TRINITY_DN25069_c0_g1_i1_g.2580_m.2580,0.161548397
TRINITY_DN25076_c0_g1_TRINITY_DN25076_c0_g1_i1_g.2581_m.2581,0.956235303
TRINITY_DN25082_c0_g1_TRINITY_DN25082_c0_g1_i1_g.2582_m.2582,0.060185706
TRINITY_DN25085_c0_g1_TRINITY_DN25085_c0_g1_i1_g.2584_m.2584,0.166208243
TRINITY_DN25099_c0_g1_TRINITY_DN25099_c0_g1_i1_g.2585_m.2585,2.494785318
TRINITY_DN25104_c0_g1_TRINITY_DN25104_c0_g1_i1_g.2586_m.2586,0.477808582
TRINITY_DN25105_c0_g1_TRINITY_DN25105_c0_g1_i1_g.2587_m.2587,0.106723877
TRINITY_DN25106_c0_g1_TRINITY_DN25106_c0_g1_i1_g.2588_m.2588,2.12386554
TRINITY_DN25122_c0_g1_TRINITY_DN25122_c0_g1_i1_g.2589_m.2589,1.811287202
TRINITY_DN25130_c0_g1_TRINITY_DN25130_c0_g1_i1_g.2590_m.2590,0.310290793
TRINITY_DN25144_c0_g1_TRINITY_DN25144_c0_g1_i1_g.2591_m.2591,0.26638941
TRINITY_DN25149_c0_g1_TRINITY_DN25149_c0_g1_i1_g.2592_m.2592,0
TRINITY_DN25152_c0_g1_TRINITY_DN25152_c0_g1_i1_g.2594_m.2594,0.236727426
TRINITY_DN25158_c0_g1_TRINITY_DN25158_c0_g1_i1_g.2595_m.2595,0.101980548
TRINITY_DN25183_c0_g1_TRINITY_DN25183_c0_g1_i1_g.2596_m.2596,1.510379152
TRINITY_DN25198_c0_g1_TRINITY_DN25198_c0_g1_i1_g.2600_m.2600,1.812801148
TRINITY_DN25202_c0_g1_TRINITY_DN25202_c0_g1_i1_g.2601_m.2601,0.027139339
TRINITY_DN25204_c0_g1_TRINITY_DN25204_c0_g1_i1_g.2602_m.2602,0.149355948
TRINITY_DN25207_c0_g1_TRINITY_DN25207_c0_g1_i1_g.2604_m.2604,0.249267946
TRINITY_DN25209_c0_g1_TRINITY_DN25209_c0_g1_i1_g.2605_m.2605,0.090338121
TRINITY_DN25222_c0_g1_TRINITY_DN25222_c0_g1_i1_g.2606_m.2606,0.125836352
TRINITY_DN25223_c0_g1_TRINITY_DN25223_c0_g1_i1_g.2607_m.2607,0.345674821
TRINITY_DN25230_c0_g1_TRINITY_DN25230_c0_g1_i1_g.2608_m.2608,0.708433258
TRINITY_DN25231_c0_g1_TRINITY_DN25231_c0_g1_i1_g.2609_m.2609,1.046016572
TRINITY_DN25238_c0_g1_TRINITY_DN25238_c0_g1_i1_g.2610_m.2610,0.204630717
TRINITY_DN25253_c0_g1_TRINITY_DN25253_c0_g1_i1_g.2611_m.2611,0.356113855
TRINITY_DN25264_c0_g1_TRINITY_DN25264_c0_g1_i1_g.2612_m.2612,0.862613369
TRINITY_DN25274_c0_g1_TRINITY_DN25274_c0_g1_i1_g.2613_m.2613,0.158770588
TRINITY_DN25279_c0_g2_TRINITY_DN25279_c0_g2_i1_g.2614_m.2614,0.603753496
TRINITY_DN25282_c0_g2_TRINITY_DN25282_c0_g2_i1_g.2615_m.2615,0.131360993
TRINITY_DN25284_c0_g1_TRINITY_DN25284_c0_g1_i1_g.2616_m.2616,1.629748136
TRINITY_DN25296_c0_g1_TRINITY_DN25296_c0_g1_i1_g.2617_m.2617,0.142582932
TRINITY_DN25299_c0_g1_TRINITY_DN25299_c0_g1_i1_g.2618_m.2618,0.043291405
TRINITY_DN2530_c0_g1_TRINITY_DN2530_c0_g1_i1_g.263_m.263,0.137682973
TRINITY_DN25308_c0_g1_TRINITY_DN25308_c0_g1_i1_g.2619_m.2619,0.490620508
TRINITY_DN2531_c0_g1_TRINITY_DN2531_c0_g1_i1_g.264_m.264,0.292116319
TRINITY_DN25331_c0_g1_TRINITY_DN25331_c0_g1_i1_g.2620_m.2620,0.183043353
TRINITY_DN25332_c0_g2_TRINITY_DN25332_c0_g2_i1_g.2621_m.2621,0.408835656
TRINITY_DN25341_c0_g1_TRINITY_DN25341_c0_g1_i1_g.2623_m.2623,0.170944939
TRINITY_DN25344_c0_g1_TRINITY_DN25344_c0_g1_i1_g.2625_m.2625,0.252647949
TRINITY_DN25350_c0_g1_TRINITY_DN25350_c0_g1_i1_g.2626_m.2626,0.318359169
TRINITY_DN25354_c0_g1_TRINITY_DN25354_c0_g1_i1_g.2627_m.2627,0.452678779
TRINITY_DN25374_c0_g1_TRINITY_DN25374_c0_g1_i1_g.2628_m.2628,2.513409056
TRINITY_DN25374_c0_g3_TRINITY_DN25374_c0_g3_i1_g.2629_m.2629,0.491546704
TRINITY_DN25374_c0_g4_TRINITY_DN25374_c0_g4_i1_g.2630_m.2630,0.204747211
TRINITY_DN25380_c0_g1_TRINITY_DN25380_c0_g1_i1_g.2631_m.2631,0.34533959
TRINITY_DN25387_c0_g1_TRINITY_DN25387_c0_g1_i1_g.2632_m.2632,0.085631941
TRINITY_DN25389_c0_g1_TRINITY_DN25389_c0_g1_i1_g.2633_m.2633,0.177029103
TRINITY_DN25397_c0_g1_TRINITY_DN25397_c0_g1_i1_g.2634_m.2634,0.092657774
TRINITY_DN25400_c0_g1_TRINITY_DN25400_c0_g1_i1_g.2635_m.2635,0.682919682
TRINITY_DN25403_c0_g1_TRINITY_DN25403_c0_g1_i1_g.2636_m.2636,2.279101495
TRINITY_DN25420_c0_g1_TRINITY_DN25420_c0_g1_i1_g.2638_m.2638,0.643276948
TRINITY_DN25423_c0_g1_TRINITY_DN25423_c0_g1_i1_g.2639_m.2639,2.20134425
TRINITY_DN25429_c0_g1_TRINITY_DN25429_c0_g1_i1_g.2640_m.2640,0.323053603
TRINITY_DN25433_c0_g2_TRINITY_DN25433_c0_g2_i1_g.2641_m.2641,1.156851002
TRINITY_DN25435_c0_g1_TRINITY_DN25435_c0_g1_i1_g.2643_m.2643,0.095251248
TRINITY_DN2544_c0_g1_TRINITY_DN2544_c0_g1_i1_g.265_m.265,0.286064313
TRINITY_DN25449_c0_g1_TRINITY_DN25449_c0_g1_i1_g.2644_m.2644,0.712545313
TRINITY_DN25454_c0_g1_TRINITY_DN25454_c0_g1_i1_g.2646_m.2646,1.550864873
TRINITY_DN25454_c0_g2_TRINITY_DN25454_c0_g2_i1_g.2647_m.2647,2.632911679
TRINITY_DN25460_c0_g2_TRINITY_DN25460_c0_g2_i1_g.2648_m.2648,2.523911884
TRINITY_DN25472_c0_g1_TRINITY_DN25472_c0_g1_i1_g.2649_m.2649,0.660681568
TRINITY_DN25476_c0_g1_TRINITY_DN25476_c0_g1_i1_g.2650_m.2650,0.065908879
TRINITY_DN25483_c0_g1_TRINITY_DN25483_c0_g1_i1_g.2651_m.2651,0.598102421
TRINITY_DN25489_c0_g1_TRINITY_DN25489_c0_g1_i1_g.2652_m.2652,1.489468861
TRINITY_DN25491_c0_g1_TRINITY_DN25491_c0_g1_i1_g.2653_m.2653,0.758895454
TRINITY_DN25499_c0_g1_TRINITY_DN25499_c0_g1_i1_g.2654_m.2654,0.090698183
TRINITY_DN25502_c0_g1_TRINITY_DN25502_c0_g1_i2_g.2656_m.2656,4.23711133
TRINITY_DN25506_c0_g1_TRINITY_DN25506_c0_g1_i1_g.2657_m.2657,0.045615355
TRINITY_DN25507_c0_g1_TRINITY_DN25507_c0_g1_i1_g.2658_m.2658,0.153116411
TRINITY_DN25509_c0_g1_TRINITY_DN25509_c0_g1_i2_g.2660_m.2660,1.517875428
TRINITY_DN25517_c0_g1_TRINITY_DN25517_c0_g1_i1_g.2661_m.2661,0.020174144
TRINITY_DN2552_c0_g1_TRINITY_DN2552_c0_g1_i1_g.266_m.266,0.456800513
TRINITY_DN25520_c0_g1_TRINITY_DN25520_c0_g1_i1_g.2664_m.2664,0.119069431
TRINITY_DN25526_c0_g1_TRINITY_DN25526_c0_g1_i1_g.2665_m.2665,0.153945329
TRINITY_DN25528_c0_g1_TRINITY_DN25528_c0_g1_i1_g.2666_m.2666,0.137239476
TRINITY_DN25530_c0_g1_TRINITY_DN25530_c0_g1_i1_g.2667_m.2667,0.439278642
TRINITY_DN25534_c0_g1_TRINITY_DN25534_c0_g1_i1_g.2668_m.2668,0.28646457
